video_id,sample_id,frame_seq,m1,m3,m4,m5,m6,m7,m8,m9,m10,m11,m12,m13,m14,m15,m16,m17,e1,e2,e3,b1,b2,b3,label_measures,label,seed_name
1,0,0,9.99133073092355,153.23660073850706,16.65221788487247,26.64354861579602,39.9653229236942,46.62621007764301,53.28709723159216,106.5741944631842,79.93064584738818,74.93498048192646,86.59153300133721,83.2610894243627,31.63921398125774,21.647883250334303,4.995665365461719,14.986996096385267,19.9826614618471,16.65221788487247,18.317439673359672,56.617540808566616,66.60887153949017,73.57190331011182,"{'aleatorio': ['m1', 'm3', 'm12', 'e1', 'e2']}",aleatorio,-1
1,0,1,13.001257018232536,146.3002516004532,19.50188552734903,29.25282829102344,39.00377105469806,42.37891301195991,48.75471381837235,110.51068465497735,81.25785636395392,74.75722785483765,87.7584848730703,84.50817061851217,37.37861392741888,24.37735690918612,4.875471381837315,17.87672840006985,19.50188552734892,19.77088975932067,19.50188552734903,55.255342327488734,65.00628509116319,78.61461384965008,"{'aleatorio': ['m1', 'm3', 'm12', 'e1', 'e2']}",aleatorio,-1
1,0,2,28.776987611187565,134.29260885220856,19.1846584074583,25.77861014899872,41.56675988282677,41.56675988282677,51.15908908655558,124.7412657727244,99.12073510520143,84.73224129960761,92.725848969382,92.725848969382,41.56675988282643,31.97443067909728,6.3948861358194335,25.579544543277848,19.44928688624301,19.1846584074583,19.1846584074583,57.553975222375016,63.948861358194506,74.16413883284783,"{'aleatorio': ['m1', 'm3', 'm12', 'e1', 'e2']}",aleatorio,-1
1,0,3,67.12271911575749,131.04911827362184,19.177919747359283,28.766879621038925,41.5521594526117,47.94479936839844,51.24090697108328,166.23936881520464,137.47891967668716,103.88039863152947,111.87119852626256,111.87119852626256,60.7300791999711,54.3374392841846,22.37423970525242,41.55215945261182,19.177919747359283,19.177919747359283,19.177919747359283,54.337439284184654,67.12271911575755,74.13808849030204,"{'aleatorio': ['m1', 'm3', 'm12', 'e1', 'e2']}",aleatorio,-1
1,0,4,63.4421318532261,133.26623471508992,22.20474614862917,28.54895933395176,41.23738570459727,47.6872185512683,50.753705482580926,164.94954281838795,136.4005834844362,104.67951755782316,114.19583733580704,111.02373074314572,61.856078556895454,52.33975877891157,20.618692852298523,39.651332408266285,19.03263955596776,19.03263955596788,17.44658625963723,53.92581207524228,66.61423844588751,73.23376752130442,"{'aleatorio': ['m1', 'm3', 'm12', 'e1', 'e2']}",aleatorio,-1
1,0,5,42.33281783757504,139.64924153093685,22.7274524124714,32.46778916067353,42.208125908875445,48.809789720292684,55.29065260645461,152.5986090551654,120.13081989449188,99.02675694005416,110.39048314628984,107.14370423022253,53.571852115111255,43.83151536690923,11.363726206235697,30.844399702639866,16.233894580336823,16.233894580336823,16.233894580336823,51.948462657077584,68.18235723741435,72.09019109144444,"{'aleatorio': ['m1', 'm3', 'm12', 'e1', 'e2']}",aleatorio,-1
1,0,6,15.9749708531931,147.0044559448044,19.43439082568173,25.559953365108868,41.53492421830197,44.84388014915441,57.50989507149495,118.25795202889375,92.70990068945808,84.66734552192315,99.04481928979692,95.84982511915824,39.93742713298264,20.767462109150983,4.792491255957884,20.767462109150983,10.103458690178742,12.779976682554434,12.779976682554434,44.72991838894052,60.70488924213356,61.45693994703469,"{'aleatorio': ['m1', 'm3', 'm12', 'e1', 'e2']}",aleatorio,-1
1,0,7,3.2220367615548184,148.24870903343648,19.598884484429146,19.332220569329024,38.79846040060799,42.01021961115928,61.218698469542005,103.1555084090572,83.8348951477421,82.16193741964844,93.4390660850903,90.21702932353548,30.60934923477089,11.277128665441978,8.055091903887046,14.499165426996685,10.188974871306185,9.666110284664455,11.277128665441978,41.88647790021287,57.99666170798707,61.97711456933094,"{'aleatorio': ['m1', 'm3', 'm12', 'e1', 'e2']}",aleatorio,-1
1,0,8,16.162440712835338,139.611481537444,19.01829244200792,22.188007849009068,41.32803261026163,41.32803261026184,63.473501560209925,120.6158972212219,98.4654630301058,90.3368890995373,98.26117761704064,91.921746803038,31.697154070013084,25.357723256010445,3.1697154070013767,15.848577035006542,9.509146221003904,9.509146221003904,9.509146221003904,41.20630029101704,60.22459273302485,60.97069321986722,"{'aleatorio': ['m1', 'm3', 'm12', 'e1', 'e2']}",aleatorio,-1
1,0,9,27.00590818869512,132.16520757527636,18.003938792463487,30.00656465410566,39.0085340503374,42.00919051574806,57.09138287758061,132.06297844492852,102.0664375859453,88.51936572961188,96.02100689313818,90.01969396231709,36.00787758492686,39.0085340503374,9.001969396231743,18.003938792463373,9.488908906407715,9.001969396231743,9.001969396231743,39.0085340503374,54.01181637739023,57.32746127768742,"{'aleatorio': ['m1', 'm3', 'm12', 'e1', 'e2']}",aleatorio,-1
1,0,10,30.36715148845776,130.07117957221342,18.37994600029472,27.362154781123305,39.3974243037699,42.41080170601272,57.41124567433644,132.98669084029729,105.75755782114618,90.64933527526809,99.71426880279488,93.67097978444372,39.28137861928292,36.25973411010728,9.06493352752682,24.173156073404925,15.4074243154269,15.407424315426857,15.108222545877991,36.25973411010728,54.38960116516091,58.12249263183334,"{'aleatorio': ['m1', 'm3', 'm12', 'e1', 'e2']}",aleatorio,-1
1,0,11,30.59762389139209,134.2724204878114,18.26746422239557,24.35661896319425,39.57950581519049,42.732679751876425,54.88689910545964,128.01714733646497,103.69456872297104,88.2927437415791,100.47105322317624,91.33732111197833,41.10179450039027,31.96806238919237,7.611443425998118,22.83433027799469,15.5243594223089,15.524359422308857,16.74517553719602,33.49035107439204,54.80239266718701,59.11499948709264,"{'aleatorio': ['m1', 'm3', 'm12', 'e1', 'e2']}",aleatorio,-1
1,0,12,9.133732111197787,137.1412294616788,18.267464222395688,18.51944114925864,36.66156635811347,36.66156635811368,60.967614330095735,106.734042024009,88.34522085987722,83.7258776859801,94.38189848237757,88.29274374157899,30.4457737039927,15.222886851996464,3.0445773703992245,15.22288685199635,18.51944114925864,18.51944114925849,18.26746422239557,36.53492844479126,54.80239266718695,59.11499948709264,"{'aleatorio': ['m1', 'm3', 'm12', 'e1', 'e2']}",aleatorio,-1
